ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone2Number,Phone2Name,Phone3Number,Phone3Name,Phone4Number,Phone4Name,Phone5Number,Phone5Description,PhoneFax,PhoneTTY,PhoneTollFree,PhoneNumberHotline,PhoneNumberBusinessLine,PhoneNumberOutOfArea,PhoneNumberAfterHours,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers
372926,DCG - DPR - King-Greenleaf Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,King-Greenleaf Recreation Center,"201 N Street, SW",,Washington,DC,20024,United States,"201 N Street, SW",,Washington,District Of Columbia,DC,20024,United States,,,,,DC,,United States,38.877718,-77.018485,"10:00 am - 9:00 pm, Monday - Friday; 10:00 am - 4:00 pm, Saturday",(202) 645-7454,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Also includes cheerleading and pom-pom activities.<br /><br />Home visits: Dupont Circle          ",372926,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,,,,,,,,,,,,07/07/1999 00:00,12/06/2011 21:00,,,
372940,DCG - DPR - Lafayette Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Lafayette Recreation Center,5900 33Rd Streets Nw,,Washington,DC,20015,United States,"5900 33Rd Streets, NW",,Washington,District Of Columbia,DC,20015,United States,,,,,DC,,United States,38.965567,-77.065991,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 282-2206,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  Other activities include basketball and tennis.<br /><br />Home visit",372940,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:02,,,
372933,DCG - DPR - Lamond Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Lamond Recreation Center,20 Tuckerman Street Ne,,Washington,DC,20039,United States,"20 Tuckerman Street, NE",,Washington,District Of Columbia,DC,20039,United States,,,,,DC,,United States,38.95332,-77.02357,"10:00 am - 9:00 pm, Monday - Friday; 10:00 am - 4:00 pm, Saturday",(202) 576-9541,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Lamond/Riggs           ",372933,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:03,,,
372970,DCG - DPR - Langdon Park Community Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Langdon Park Community Center,2901 20Th Street Ne,,Washington,DC,20018,United States,"2901 20Th Street, NE",,Washington,District Of Columbia,DC,20018,United States,,,,,DC,,United States,38.927564,-76.975626,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 576-6595,Main Number,(202) 576-6596,Alternative,(202) 673-7647,General Customer Service Number,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include swimming, basketball, cheerleading and pom-pom classes.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volley",372970,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:07,,,
373743,DCG - DPR - Langley Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Langley Recreation Center,"Lincoln Road And Seaton Place, NE",,Washington,DC,20002,United States,"Lincoln Road And Seaton Place, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,,,United States,38.9057,-76.9861,"9:00 am - 10:00 pm, Monday - Friday; 10:00 am - 4:00 pm, Saturday",(202) 576-6595,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-7546,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Eckington              ",373743,,,,Neil Stanley,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,,,,,,,,,,,,11/28/00 0:00,8/30/11 11:05,,"Key Contact Person for Answers, Please!",
372958,DCG - DPR - Lincoln Multicultural Center,", DRP, DPR",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Lincoln Multicultural Center,"Hiatt Place & Irving Street, NW",,Washington,DC,20010,United States,"Hiatt Place And Irving Street, NW",,Washington,District Of Columbia,DC,20010,United States,,,,,,,United States,38.932816,-77.029699,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 673-7601,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Also offers a Computer Learning Center.<br /><br />Home visits: Columbia Heights       ",372958,,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,,,,,,,,,,,07/08/1999 00:00,8/29/11 16:05,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
373180,DCG - DPR - Ludlow Taylor Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Ludlow Taylor Recreation Center,"7Th And G Streets, NE",,Washington,DC,20002,United States,"7Th & G Streets, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,,,United States,38.9057,-76.9861,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 727-5487,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.<br /><br />Home visits: Spring Valley          ",373180,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 6                      ,,,,,,,,,,,,,8/23/99 0:00,8/30/11 10:15,,"Key Contact Person for Answers, Please!  Vandale Campbell,  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
372948,DCG - DPR - Macomb Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Macomb Recreation Center,"3409 Macomb Street, NW",,Washington,DC,20016,United States,"3409 Macomb Street, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,DC,,United States,38.940278,-77.088756,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 282-2199,Main Number,(202) 673-7647,Customer Service Center,,,,,(202) 671-4135,Automated Camp Registration,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Includes a basketball program.<br /><br />Home visits: Cleveland Park         ",372948,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:08,,,
373744,DCG - DPR - Marie Reed Aquatic Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Marie Reed Indoor Swimming Pool,"2200 Champlain Street, NW",,Washington,DC,20010,United States,"2200 Champlain Street, NW",,Washington,District Of Columbia,DC,20009,United States,,,,,DC,,United States,38.9174,-77.0357,"Mon-Fri 3:00pm - 8:00pm; Tues, Thur 6:00am - 9:00am Lap Swim (Closed Sat, Sun)",(202) 673-7771,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,Provides general public swimming and aquativ aerobics.<br /><br />Home visits: Adams/Morgan           ,373744,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,,,,,,,,,,,11/28/00 0:00,12/06/2011 21:10,,,
372946,DCG - DPR - Marie Reed Recreation Center,", DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Marie Reed Recreation Center,"2200 Champlain Street, NW",,Washington,DC,20009,United States,"2200 Champlain Street, NW",,Washington,District Of Columbia,DC,20009,United States,,,,,DC,,United States,38.9174,-77.0357,"Mon-Fri 3:30pm - 9:00pm (Closed Sat, Sun)",(202) 673-7768,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include swimming, basketball, cheerleading and pom-pom classes.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volley",372946,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:12,,,
372923,DCG - DPR - Mitchell Park Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Mitchell Park Recreation Center,"23Rd & S Streets, NW",,Washington,DC,20001,United States,"23Rd And S Streets, NW",,Washington,District Of Columbia,DC,20001,United States,,,,,,,United States,38.908569,-77.017972,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 673-6871,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Columbia Heights       ",372923,,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,,,,,,,,,,,07/07/1999 00:00,8/29/11 15:11,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
373181,DCG - DPR - Orr Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Orr Recreation Center,"22Nd Street And Minnesota Avenue, SE",,Washington,DC,20020,United States,"22Nd Street & Minnesota Avenue, SE",,Washington,District Of Columbia,DC,20020,United States,,,,,,,United States,38.862215,-76.972801,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 645-3921,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Also offers a chess club.<br /><br />Home visits: Anacostia              ",373181,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 6                      ,,,,,,,,,,,,,8/23/99 0:00,8/30/11 10:16,,"Key Contact Person for Answers, Please!  Vandale Campbell,  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
372918,DCG - DPR - P.R. Harris Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,P.R. Harris Recreation Center,"4600 Livingstone Road, SE",,Washington,DC,20032,United States,"4600 Livingston Road, SE",,Washington,District Of Columbia,DC,20032,United States,,,,,,,United States,38.835705,-77.000212,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 645-3928,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  Activities include the Jabbo Kenner Youth Football program, golf and ",372918,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 8                      ,,,,,,,,,,,,,07/07/1999 00:00,8/29/11 15:03,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
372944,DCG - DPR - Palisades Community Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Palisades Community Center,5200 Sherrier Place Nw,,Washington,DC,20016,United States,"5200 Sherrier Place, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,DC,,United States,38.940278,-77.088756,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 282-2186,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include flag and tackle football, karate, Tai Chi, weightlifting, cheerleading and pom-pom and a Computer Learning Center.<br /><br />Home visits: Glover Park            ",372944,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:14,,,
373823,DCG - DPR - Parks and Facilities Permits Program,DRP,,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcpr Parks And Facilities Permits Prog,3149 16Th Street Nw,1St Floor,Washington,DC,20010,United States,"3149 16Th Street, NW",1St Floor,Washington,District Of Columbia,DC,20010,United States,,,,,DC,,United States,38.932816,-77.029699,"9:00am - 5:30pm, Monday - Friday; Open to the public for drop-ins until 3:30pm",(202) 673-7449,Permits Office,(202) 673-7647,Customer Service,,,,,,,(202) 673-2087,,,,,,,dpr@dc.gov,www.dpr.dc.gov,Active,,Provides information and permits to anyone seeking to reserve DC Parks and Recreation  facilities.<br /><br />Home visits: Columbia Heights       ,373823,District of Columbia,,None,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,"By Application, Online (telephone for details)",,,English,,,,,,,7/31/02 0:00,12/06/2011 21:15,,,
372924,DCG - DPR - Parkview Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Parkview Recreation Center,693 Otis Place Nw,,Washington,DC,20010,United States,"693 Otis Place, NW",,Washington,District Of Columbia,DC,20010,United States,,,,,DC,,United States,38.932816,-77.029699,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 576-5750,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include flag football and a Computer Learning Center.<br /><br />Home visits: Parkview               ",372924,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,,,,,,,,,,,07/07/1999 00:00,12/06/2011 21:17,,,
373745,DCG - DPR - Payne Community Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Payne Community Center,303 15Th Streets Se,,Washington,DC,20003,United States,"303 15Th Streets, SE",,Washington,District Of Columbia,DC,20003,United States,,,,,,,United States,38.882,-76.9925,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday",(202) 727-5474,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Also includes cheerleading and pom-pom program.<br /><br />Home visits: Kingman Park           ",373745,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 6                      ,,,,,,,,,,,,,11/28/00 0:00,8/30/11 11:32,,"Key Contact Person for Answers, Please!",
373746,DCG - DPR - Petworth Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Petworth Recreation Center,801 Taylor Street Nw,,Washington,DC,20011,United States,"801 Taylor Street, NW",,Washington,District Of Columbia,DC,20011,United States,,,,,DC,,United States,38.952387,-77.017836,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 576-6850,Main Number,,,(202) 673-7647,General Customer Service Number,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include woodwork, music keyboard skills and a Computer Learning Center.<br /><br />Home visits: Petworth               ",373746,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,11/28/00 0:00,12/06/2011 21:19,,,
372951,DCG - DPR - Randall Recreation Center,", DRP, DPR",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Randall Recreation Center,"South Capitol And I Streets, SW",,Washington,DC,20024,United States,"South Capitol And I Streets, SW",,Washington,District Of Columbia,DC,20024,United States,,,,,,,United States,38.877718,-77.018485,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 727-5505,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Also includes cheerleading and pom-pom classes and a Computer Learning Center.<br /><br />Home visits: Southwest/ Waterfront  ",372951,,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SW                     ,,Transportation Available: 2                      ,,,,,,,,,,,,,07/08/1999 00:00,8/29/11 15:54,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
372934,DCG - DPR - Raymond Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Raymond Recreation Center,915 Spring Road Nw,,Washington,DC,20010,United States,"915 Spring Road, NW",,Washington,District Of Columbia,DC,20010,United States,,,,,DC,,United States,38.932816,-77.029699,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 576-6856,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Petworth               ",372934,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:21,,,
373819,DCG - DPR - Recreational Services Program,"DCPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dc Department Of Parks And Recreation Recreational Services Program,3149 16Th St Nw,,Washington,DC,20010,United States,"3149 16Th Street, NW",,Washington,District Of Columbia,DC,20010,United States,,,,,DC,,United States,38.932816,-77.029699,"8:30am - 6:00pm, Monday - Friday",(202) 673-7647,Customer Service Center,,,,,,,,,(202) 673-2087,,,,,,,dpr@dc.gov,www.dpr.dc.gov,Active,,"Offers a diverse array of recreational and leisure activities for children, youth, adults, and senior citizens at nearly 80 community recreation centers across the city.<br /><br />Home visits: Columbia Heights       ",373819,District of Columbia,,None,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,Some activities require registration,,,,,,,,,,7/31/02 0:00,12/06/2011 21:23,,,
373747,DCG - DPR - Ridge Road Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Ridge Recreation Center,800 Ridge Road Se,,Washington,DC,20018,United States,"800 Ridge Road, SE",,Washington,District Of Columbia,DC,20019,United States,,,,,DC,,United States,38.89125,-76.939062,Mon - Fri 2:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 645-0502,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Greenway               ",373747,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 7                      ,,,,,,,,,,,,,11/28/00 0:00,12/06/2011 21:25,,,
373748,DCG - DPR - River Terrace Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,River Terrace Recreation Center,"34Th And Dix Streets, NE",,Washington,DC,20019,United States,"34Th And Dix Streets, NE",,Washington,District Of Columbia,DC,20019,United States,,,,,,,United States,38.89125,-76.939062,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 727-5429,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: River Terrace          ",373748,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 7                      ,,,,,,,,,,,,,11/28/00 0:00,8/30/11 11:36,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
373749,DCG - DPR - Roper Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Roper Recreation Center,"4800 Meade Street, NE",,Washington,DC,20019,United States,"4800 Meade Street, NE",,Washington,District Of Columbia,DC,20019,United States,,,,,,,United States,38.89125,-76.939062,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 727-5433,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Eastland Gardens       ",373749,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 7                      ,,,,,,,,,,,,,11/28/00 0:00,8/30/11 11:38,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
372927,DCG - DPR - Rose Park Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Rose Park Recreation Center,"2609 Dumbarton Street, NW",,Washington,DC,20007,United States,"2609 Dumbarton Street, NW",,Washington,District Of Columbia,DC,20007,United States,,,,,DC,,United States,38.9147,-77.0771,closed for season,(202) 251-2288,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Georgetown             ",372927,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,,,,,,,,,,,,07/07/1999 00:00,12/06/2011 21:27,,,
373750,DCG - DPR - Rosedale Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Rosedale Recreation Center,"500 19th Street, NE",,Washington,DC,20002,United States,"500 19th Street, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,DC,,United States,38.9057,-76.9861,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 258-6149,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include weight training, karate, chess, the Jabbo Kenner Youth Football program and a Computer Learning Center.<br /><br />Home visits: Kingman Park           ",373750,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 6                      ,,,,,,,,,,,,,11/28/00 0:00,12/06/2011 21:29,,,
372935,DCG - DPR - Rudolph Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Department Of Recreation & Parks Fun Camps -Rudolph Recreational Center,3149 16Th St,,Washington,DC,20021,United States,"2Nd And Hamilton Streets, NW",,Washington,District Of Columbia,DC,20011,United States,,,,,,,United States,38.952387,-77.017836,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 576-6857,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Also includes cheerleading and pom-pom activities.<br /><br />Home visits: Brentwood              ",372935,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,07/08/1999 00:00,8/29/11 15:29,,"Key Contact Person for Answers, Please!",
