id,景點編號,景點中文名稱,景點特色詳細文字簡述,開放時間,景點之管理權責單位代碼,X坐標,Y坐標,景點分類代碼1,Changetime,地址,景點服務電話,停車資訊,主要停車場X坐標,主要停車場Y坐標,票價及相關價格資料,警告及注意事項,常用搜尋關鍵字
v_222,C1_395000000A_000222,原台南測候所,"中央氣象局台南氣象站之前身乃是台南測候所。日治時期日人前後於台北、台中、台南、恆春、澎湖、台東、花蓮等地設有一般之測候所，高雄設有海洋觀測所，阿里山設有高山觀測所。此外，在台灣九座燈塔也都附帶設有氣象觀測之任務。這些氣象設施中，台南測候所可算是歷史最悠久的幾個之一，更是唯一剩下的一座歷史性測候所，彌足珍貴。 
此建築是一座以機能為主要考慮之建築，因而在式樣造型上及空間上並沒有任何特別設計者之表現處，完完全全以如何達成氣象觀測為目的，與當時之台北測候所及澎湖測候所在造型及空間組織上均頗為類似。 
在空間上，此建築可以說是由三個同心圓所組成，居中心的圓底部直徑約四米六，開有二個圓拱門洞，屋身一直往上延伸成為造型上之圓塔，上置有各種測候器材，內部有一寬約六十公分之鑄鐵樓梯沿厚重之牆面盤旋而上，塔身也因應開了四個弧拱窗。第一道同心圓與第二道同心圓之間乃為走道，第二道同心圓與第三道同心圓之間則為處理事務之空間，由圓心伸出之承重牆分為幾部份，中央東西向為通道，南北各四部份，承重牆間亦開有圓拱門用以互通。 
就造型而言，中央圓塔最為顯眼，百姓俗稱為「胡椒管」，高約二層樓。其餘部份則為單層，並自中央伸出屋頂搭於外牆，上鋪屋瓦呈十八等分之放射狀，屋簷則以木質托架出簷承接屋面。 
在牆面之構成上，基座為洗石子及石材，屋樑為洗石子，有承重牆之部份則為洗石子與面磚交疊使用，其他則以黃褐色面磚為主。開口部在東西向大門為圓拱形，其他窗戶亦為拱形。 
建築特色 為了配合安置觀測器材，所以台南氣象站的建築呈現相當奇特的圓筒塔造型，整體建築結構是以3層同心圓，環環相套而成：最內一圈往上延伸成為圓筒塔，上面擺有各種儀器；內圈與中圈間為走道；中圈與外圈間原來則是辦公處所。 
除中央圓塔外，其餘部分上鋪屋瓦，呈現18等分的放射狀。牆面基座的材質為洗石子，其他則以黃褐色面磚為主。 ",一~日09:00~17:00,395000000A,120.205081,22.993685,03,2012/09/26 12:00:00,臺南市中西區公園路21號,886-6-3459200  ,,,,,,中央氣象局台南氣象站
v_223,C1_395000000A_000223,原日軍步兵第二聯隊營舍(成功大學舊文學院及大成館),"日治之後，日本隨即派兵進駐台灣，在陸軍方面，由步兵第一聯隊守衛台北，第二聯隊駐紮台南，成功大學大成館及舊文學院即為原日軍步兵第二聯隊之建築，為日軍陸軍經理部營繕組設計，在日治時代建築中屬於明治末大正初時期作品，此期作品偏重式樣元素之運用 
在構造上，此兩棟建築為日本陸軍方面最早實驗採行鋼筋混凝土之建築之一。兩棟建築均採一字型平面，長邊約九十八米，短邊約二十米，四週有迴廊，東、西、北面較寬，南面較窄。主入口位於北面正中央，有六柱門廊。 
同樣位置之南面亦有背入口，有四柱門廊。南北面還各有一次入口於左右約三分之一處。主入口、次入口之玄關內各有一座樓梯通往二樓。另外在東西短向面也還各留有一側入口，位於中央走道之兩側。一字型的平面，將長向面朝向大空地，使建築本身呈現出濃厚的紀念性尺度。 迴廊之連續拱圈是這兩棟建築最主要的造型元素，在入口處則處理成門廊或強化成陽台形式。迴廊式之處理是日治時期日軍建築第二期的主要特色之一，尤其是在南部，可以減少陽光之直射室內，但也帶來陰濕之感覺。整棟建築是置於一基座之上，基座有通風孔，可防潮。 
主入口門廊為古典羅馬式樣，寬度與高度略同。柱式為托次坎式，柱高約為直徑的六點五倍。柱子位於基座之上，基座則與台階相嵌。柱頭則有卵形與箭標飾與花紋之飾物。一般而言，古典門廊若以二層樓形式出現，可能會有四種情形:第一種分上下二柱，第二種有內縮陽台，第三種是陽台嵌入柱子中，第四種無陽台。 
大成館與舊文學院均屬第三種。 其餘各部則無特別繁複之裝飾。山牆後原有屋頂與主屋頂相連，但大成館後因整修而拆除。背入口門廊之柱式及處理方式與主入口類似．但只有四柱，而且沒有古典建築之三角形山牆(pediment)，但女兒牆部份則加高形成山形壁(gable)之形式，但大成館因為整修而拆除。 
次入口及側入口並未設有門廊，但是強化原有拱圈而形成陽台之形式，作為入口之重心。陽台下有富裝飾之牛腿(console)作為支撐，欄杆處理成平板飾(panel)，兩側收頭為古典形式之半圓飾。連續拱圈並非置於獨立柱上，而是置於磚造拱柱(abutment)上之拱基(impost)。三角形牆面(spandrel)並無裝飾。二樓欄杆下，拱柱之間為弧拱處理。門窗及開口部方面，由於結構因素及考慮不讓太多陽光射入室內，尺寸均不大，多數窗為木質框，上下推拉之形式，上部有弧拱形高窗。在材料運用方面，雖然已經開始使用鋼筋混凝土，磚材仍是最主要的材料。 ",一~日00:00~24:00,395000000A,120.219535,22.996328,03,2012/09/26 12:00:00,臺南市大學路1號,886-6-2213597,,,,,,
v_224,C1_395000000A_000224,原日軍步兵第二聯隊營舍(成功大學禮賢樓),"日治之後，日本隨即派兵進駐台灣，在陸軍方面，由步兵第一聯隊守衛台北，第二聯隊駐紮台南，成功大學大成館及舊文學院即為原日軍步兵第二聯隊之建築，為日軍陸軍經理部營繕組設計，在日治時代建築中屬於明治末大正初時期作品，此期作品偏重式樣元素之運用。 
立面造型與舊文學院館及大成館相似，禮賢樓在整體意象上是一個連續拱圈為主要元素之迴廊式建築。整棟建築是立於一抬高之平台上。然而在此建築中之四個面，卻有三種不同之處理方式。北面的重點是兩個入口門廊，中央為五個拱圈，兩側則為兩個拱圈，南面則全部為連續拱圈共有十四個。東西兩面雖亦各有三個拱圈，但並非處理成連續形式，而是以整個牆面做為大而來分割。 與大成館及舊文學院古典系列之托次坎柱式三角形山牆門廊不一樣。 
禮賢樓之主入口門廊主要是強化一個比兩側拱圈大之拱圈而成，高度亦較高。拱心石上處理成渦卷形式，與其上之類似巴洛克山牆之簷部連成一體。此山牆中央有山尖，其後有平板，兩側則為瓶飾。拱圈兩例之牆壁強化成巨大之凸壁，一方面作為門廊之一部份，另一方面則作為承重牆與迴廊內南北向拱圈之收頭。二樓欄杆部份亦有別於其他拱圈處之處理。此種門廊方式在臺灣日治時期之建築中並不多見。 禮賢樓之東西兩立面處理方式類似，以角落約兩座粗大山壁，及山牆之屋簷構成此立面之外緣。 
兩個拱圈並不像南北面之拱圈一樣有水泥邊框處理，而是直接以磚材外露，兩側較低，中央較高，在閣樓高度形成一半圓拱窗，其上之拱心石，與山牆屋簷之階狀簷飾連成一體。二層樓之欄杆略為外凸，形成陽台形式，下有渦卷托架承之。兩側夾以兩個小扶壁，其亦為迴廊內東西向拱圈之收頭。 中央拱圈高窗下有一橫楣，其下亦有渦卷托架支撐。在屋頂方面為雙坡形式，東西以山牆收頭，南北兩向則各有一低矮、格子狀之女兒牆。在屋頂四角，凸壁之上各置有一厚重之裝飾，兼具女兒牆及側脊之收頭，同時亦有結構之作用。 
南北側連續拱圈與大成館及舊文學院相似，拱圈並非置於獨立之柱列之上，而是置於磚造拱柱上之拱基。二個拱圈之間的三角形牆面則無裝飾。在拱本身方面，二樓為半圓拱，一樓為弧拱處理。一樓四周及三樓四周均設有迴廊，在主入口兩側承重牆部份均有拱圈，下為托架支撐。 
在一樓部份為雙座托架形式，在二樓則為單座形式。室內方面，一樓及三樓中央走廊承重部份亦設有拱圈，下為托架支撐，形式與迴廊相似，在一樓部份為雙座，二樓部份則為單座。 門窗方面此建築則有幾種不同的形式，均為木質框。主入口為雙扇推門，士為半圓形高窗，側入口亦為雙扇，長方形高窗，背入口為弧拱形高窗。 
窗戶多為弧拱形高窗，上下拉窗，門窗之開口位置與迴廊拱圈並未有很明顯之關係。禮賢樓與舊文學院館及大成館為同期之作，材料亦以磚為主，至今仍保持較完整之原貌。 ",一~日00:00~24:00,395000000A,120.219535,22.996328,03,2012/09/26 12:00:00,臺南市大學路1號,886-6-2213597,,,,,,日軍步兵第二聯隊營舍
v_225,C1_395000000A_000225,臺南火車站,"南火車站日治時期稱為台南驛，最初之站房興建於一九ＯＯ年(日明治三十三年)五月，為一洋風式樣之建築。此建築經過三十多年之使用，已經逐漸不敷使用而且老舊，不足以成為發展中之台南市之門面，因而改建之聲不斷，鐵道部當局也為此甚費苦心。
一九二七年(日昭和二年)，縱貫鐵路台北竹南段與台南高雄段的雙線工程被認可後，懸宕已久台南站重建之事也獲得解決。 
台南火車站為一棟二層樓之建築，空間型態可視為是由前(西)面之大廳棟、中間之候車棟及後(東)面之月台所組成。大廳之前有門廊，正面為供汽車旅客上下之入口，兩側為行人入口，今仍維持原貌。 
在構造方面，台南火車站是以鋼骨鋼筋混凝土為主。在裝修上力求簡樸實用。外牆腰牆為人造石，上部牆身為磁磚。室內地板候車室及大廳多為大理石，其餘為磁磚，牆面則以油漆為主，但拱形開口部之遏框多為磁磚。二戰後幾經維修，許多材料均已更換，而室外則已全面油漆。台南市之鐵路地下化已在規劃進行中，將來台南火車站之何去何從更加引人關注。 ",一~日06:00~24:00,395000000A,120.212569,22.997229,03,2012/09/26 12:00:00,臺南市東區北門路二段4號,886-6-2261314  ,,,,,,台南驛
v_226,C1_395000000A_000226,安平蚵灰窯暨附屬建築,"灰，為昔日重要的建築黏合材，對靠海維生的安平人而言，蚵灰更是木船細縫不可缺的黏接材。而安平蚵灰窯為台灣碩果僅存之蚵灰窯。蚵灰產業是荷蘭時期便存在之台南傳統技藝，但是這項安平區所擁有的獨特產業隨著現代工業化大量生產已被淘汰，台灣的蚵灰產業可以說是已經走進歷史的洪流。如不及時將此項產業生產過程做一完整的紀錄留存，未來要再重拾此項技藝可能是微乎其微。 
建築型態外方內圓，相當特殊，主體為承重牆構造，由紅磚疊砌而成。內部直徑約4公尺，高度約比成人稍高，壁體厚度最薄處約有1公尺。與其他蚵灰窯相較之下，此窯屬中大規模。 
灰窯現、舊有製灰房及儲灰倉庫整體規劃為蚵灰窯文化館之用。 ",一~日09:30~17:00,395000000A,120.164905,23.002251,03,2012/09/26 12:00:00,臺南市安平區安北路110-1號,886-6-2286836  ,,,,,,
v_227,C1_395000000A_000227,熱蘭遮城城垣暨城內建築遺構,"明永曆十五年(1661)，鄭成功來台驅荷，並遷居熱蘭遮城，故名王城。清康熙二十二年(1683)，臺灣納入清國版圖，王城喪失其地位，設軍裝局。同治十年 (1871)軍火庫爆炸，城垣傾圮，清同治十三（1874）沈葆楨有鑑於淪為殘蹟的臺灣城軍事價值已失，遂大量拆除臺灣城磚石為興築二鯤鯓砲臺（今億載金城）所需建材，至此臺灣城僅餘斷垣殘壁。日明治三十年（1897），為建造安平海關宿舍，就殘蹟之上另築高台，其上在建西式洋樓，改稱安平古堡，此時台灣城原貌盡失，空留一堵殘牆為歷史見證。（施添福，1999：48頁）然依日昭和11年（1936）栗山俊一繪製之復原圖推測，角（外）城似有內、外城壁，此外，除已經指定者外，當時外城尚有五段殘蹟。 
位於古堡街、國勝路、安平路85巷及安北路圍塑概成「L」形街廓內，分佈六段疑似台灣城殘蹟。 
其一隱於國勝路71、73、75、77、79號後民宅間，概與國勝路平行，推測應為角（外）城北側城牆殘蹟，約高2公尺，長38.7公尺，2公尺厚，牆上有一寬約2公尺，1.5公尺高門洞（曾國恩建築師事務所，1993：100頁）；二、三段分別藏身於國勝路67號及與其相連之棺材店間圍牆，二者總長約1.5公尺，皆約高2.7公尺，前者厚約0.5公尺，其分段長度不詳；其四位於西龍殿後，初步推斷，疑似角（外）城西南側稜堡殘蹟，約長15.15公尺，高5.4公尺，側立面呈梯形，下寬上窄，城厚不詳；另五、六兩段，前者是安龍壇東北面圍牆與國勝路67號為界，約長7.63公尺，高1.81公尺，城厚不詳，牆上開有葫蘆形門洞，觀構造用磚之尺寸、灰漿推測似非台灣城殘蹟；後者乃國勝路75號前之外圍牆，約長3.18公尺，高2公尺，厚0.32公尺，多為花台所掩，難以窺其全貌。綜上所述，城殘蹟受限其夾於二宅間，縫隙狹小，無法容身測度其長、厚，未盡之處尚待進一步調查。",一~日08:30~17:30,395000000A,120.160703,23.001904,03,2012/09/26 12:00:00,臺南市安平區國勝路82號,886-6-2267348　,,,,,,
v_228,C1_395000000A_000228,原安平港導流堤南堤,"昭和6年（西元1931年），擬於舊港南方1公里，切割鯤鯓半島連接新運河，開築安平新港，昭和10年10月開工，經2年5個月，於昭和13年3月竣工。 
安平舊港口海岸，皆是砂質形成地，大雨時洪水由上流帶土砂流下，受台灣海峽風浪抵滯，沈積而為細長沙洲，距離現在海事學校二公里的海外，形成左右沙洲，南至臺南市下鯤鯓，北連新豐郡安順庄(現安南區)，雖成港灣，因四季風浪洪水變化異常，兩處通水處(即舊安平港口)隔水闊約西百公尺，而港口全為淺者沙洲，常起波浪。 
其間雖有水道，但潮汐時最淺處只不過一公尺左右，且時起變化，風浪後水路位置全變，原有舊港口直線向東通至臺南市舊運河，受土砂之堆積，於滿潮時小舟難行，最後成為臺南市排水溝。 舊運河之咽喉鹽水溪下流至港口間每受洪水流砂堆積，阻塞舟路，運河之價值大失。乃從事港口改良，大正十一年(西元1922年)新運河開鑿，籌建新港口，至大正十三年竣工。在改良工事時，因為工程關係，改築堤防阻塞水道，使其與鹽水溪斷緣，但又遭洪水危害，至麻黃林一帶，被鹽水溪之流砂埋沒，淤積為浮陸，因此舊港已不成港口，終不適船舶之出入。 安平港價值已完全喪失，昭和六年（西元1931年），擬於舊港南方一公里，切割鯤鯓半島連接新運河，開築安平新港，昭和十年十月開工，經二年五個月，於昭和十三年三月竣工。 
雖然規模不大，但是比舊港口的水深，低潮時水深三公尺，新港幅員一百公尺，臺南、澎湖間航行的貨客機帆船及船舶，在干潮時可自由出入。港口南北岸興建有水路護岸，岸端為長160公尺導流堤二條，南北導流堤前端設標識燈。 從此新港取代舊港，暫時恢復安平港原有威勢，但是位於新港北端的鹽水溪河沙淤塞與河床變動，成為安平港及安平繁榮之致命禍源。每當雨季洪水氾濫，大量淤砂挾至下游，河口填成一片浮陸，至一九四七年，河道南侵二十餘公尺，幾將安平切成兩斷，新港口與運河淤成淺溝，不但大型船舶無法入港，小型漁舟也只能於漲潮時進出，安平由國內外港貨吞吐之盛市變成蕭條冷落之小村，安平港也由船舶雲集之海港變成小型漁舟出入之淺水道，自此安平港與安平盛勢一蹶不振。 
安平港係為臺南市唯一吞吐港，港市興衰關係臺南市繁榮，一九四九年，由高雄港務局負貴派船挖泥浚深，但是效果不佳。僅能維持五十噸以下船舶出入，外海泥砂淤塞越來越嚴重，長久以後將成廢港，整建安平港乃今日繁榮臺南市急待進行之工作。 
安平地形演變 臺南附近海岸，由荷蘭時期起，經鄭成功至清道光二年約二百年之期間，安平是和臺灣本島不相連接的小島，安平與臺南海岸之間海面，當時稱為臺江灣，古代大型艦船均能進出，水深約在五～六公尺左右。 
安平為一連串沙洲之一，原名一鯤鯓，安平以南至現在之二仁溪口附近，另有六個沙洲，七個沙洲各稱為一鯤鯓至七鯤鯓，安平以北隔一水道，與北線尾沙洲相望，此水道為進入臺江灣之要道，荷蘭人建築熱蘭遮城（安平古堡）扼守。北線尾之北，隔鹿耳門與隙行港沙洲相望，亦為進入臺江灣要口。 ",一~日00:00~24:00,395000000A,120.149380,22.986472,03,2012/09/26 12:00:00,台南市安平區舊安平港海邊,886-6-2213597,,,,,,安平港
v_229,C1_395000000A_000229,安平海頭社魏宅,安平海頭社魏宅為安平現存此類民宅之佼佼者，住宅在原來海頭社，文龍殿廟埕之左前方，面積只有約十六坪左右。在台灣傳統的民宅中，不管是三合院或者是四合院都有兩側護龍。而「單伸手」名稱乃指只有單側護龍的住宅。形成安平這種相當特殊住宅的原因有二：1.土地的狹窄沒有辦法興建大的宅院。2.住民的經濟能力有限，但又希望能夠擁有合院形式的宅第空間之下的一種折衷辦法。,電洽,395000000A,120.162919,23.002087,03,2012/09/26 12:00:00,臺南市安平區安北路121巷16弄6號,886-6-2290313 ,,,,,,
v_230,C1_395000000A_000230,運河博物館(原台南安平海關),"同治三年，安平海關建造完成，並正式開港，英、美、德等國外商開始到府城發展、並於安平與五條港區開設洋行、逐漸掌握台灣對外貿易的霸權，隨著開放貿易、外國傳教士也到府城傳教、他們在台南建教堂、辦學校、設醫療所，也引進新教育、西方醫學、科學等觀念，加速府城現代化。清康熙二十三年，清政府頒布渡海禁令，僅准漳泉人士做有限度的移民，不准攜眷，且出入港口限於福建廈門與台南鹿耳門對渡，這一來使得台灣的整體發展減緩，但是相對的使台南一枝獨秀，後來，有了「一府二鹿三艋舺」之稱，台南成為全台最繁榮的城市。安平海關即是時代當下的產物和對外窗口。 
同治三年，安平海關建造完成，並正式開港，英、美、德等國外商開始到府城發展，並於安平與五條港區開設洋行，逐漸掌握台灣對外貿易的霸權，隨著開放貿易，外國傳教士也到府城傳教，他們在台南建教堂、辦學校、設醫療所，也引進新教育、西方醫學、科學等觀念，加速府城現代化。 
位於台南運河安億橋旁廣四預定地上的安平海關現址，於一九二六年興建完成。古運河的商業發展已有兩百多年歷史，安平海關見證運河歷史，海關前的兩棵老榕樹樹齡有八十年，屋後的榕樹樹齡更達九十年，是安平居民永遠的生活記憶。","一~五09:00~18:00
六~日09:00~22:00",395000000A,120.163881,22.998427,03,2012/09/26 12:00:00,臺南市安平區安平路97-15號,886-6-2203808,,,,,,台南安平海關
v_231,C1_395000000A_000231,安平市仔街何旺厝,"安平何傳祖厝是安平延平街（台灣第一街）上極為特殊的一棟古厝，其原為永豐餘創辦人何傳家族的祖厝，建於日大正年間（西元1920年代）；1970年代，畫家席德進曾居住於此作畫，西元1995年延平街面臨拆除，此屋曾為保存論戰之重要據點，並且以「台灣屋」重新命名，成為藝文空間。西元1999年臺南市文化資產保護協會與何家協議，將其改為「安平文化資產館」，作為展示安平文化資產之重要窗口。 
安平何傳祖厝為街屋型制之住宅，面寬狹小，建築樓高二樓，中間以小而陡之樓梯相連，極為特殊。立面為三開間，屋簷以山牆為頂，置有類似勳章之裝飾，牆面以米黃色之洗石子為建材，窗戶分隔與階狀山牆均帶有一九二O年代藝術裝飾風格之特質。 
整棟古厝從街道往內退縮，形成一小庭院，在整條街道上獨樹一格。",電洽,395000000A,120.162465,22.998869,03,2012/09/26 12:00:00,臺南市安平區延平街86號,886-6-2206799,,,,,,台灣屋、安平文化資產館
v_232,C1_395000000A_000232,原台灣總督府專賣局台南支局安平分室,"西元1899年（日明治32年）日政府實施食鹽專賣，西元1901年（日明治34年）五月設專賣局。1919年（日大正8年）六月設立台灣製鹽株式會社獨占煎熬製鹽。日治時期，台南地區的鹽務場，共有四個，包括安平、鹽埕、安順、灣裡四區，早期是屬於台灣總督府專賣局鹽務課所屬。其中安平支局於大正11年設立，並且還分別成立安平出張所、灣裡鹽分室、鹽埕鹽份室、安順鹽份室；二戰後，則都改名為台鹽鹽務場。安平出張，根據記載，建物興建最晚的年代，可能是大正11年，也就是1922年，根據「台灣鹽專賣志」記載，當時台灣總督府鹽務課，在四月設立專賣局安平支局，十一月下設安平出張所，十二月還成立安平分室。 
當時的建築群，緊鄰出張所的是製鹽試驗工廠，和真空蒸餾塔工廠，還有高大的煙囪，出張所後則是倉庫群。目前，已經全部改建為宿舍區，僅剩出張所一棟。 
出張所的建物，也從中一分為二，一邊荒廢，一邊住人；而其日式西洋風味的建築格式，還保存得很完整，木結構中空屋架，外牆是洋式雨淋板；屋頂下通光板的成排木造托架，顯出建物不凡架勢。 
建物的風格，認為更早期是公共建築，研究室或辦公室之類，後來才改為宿舍使用。 ",預約開放,395000000A,120.156392,23.002550,03,2012/09/26 12:00:00,臺南市安平區古堡街196號,886-6-2290313 ,,,,,,
v_233,C1_395000000A_000233,安平盧經堂厝,"安平王城西盧宅是安平最重要的古宅之一，為清領時期安平富商盧經堂之宅。盧氏當年先賣油燈起家，曾任職英國洋行，亦曾至嘉義從事糖業，因盧氏身材高大，被稱為「鎬旗」，故安平俚語有「有鎬旗富，無鎬旗厝」以形容其宅之大。此宅興建年代說法不一，據建築材料及形式以及當年盧氏經商寶號木扁「豐源」上之壬寅年號推論，應是日明治年間所建。 
安平盧宅現存為四合院，為漢人居住單元之代表性建築。建築前埕尚有一牆門，門額書有「屏山帶水」及「座對薰風」為安平地區最精美的牆門之一。前廳木構精美，門尚有「范陽衍慶」堂號，內懸「豐源」商號匾。正廳供奉祖先牌位，並有盧經堂遺像，正廳兩側房間設有夾層，頗為別緻。 　 
第一進左右山牆之劍獅更有古貌。兩進之間之伸手為平頂形式，與安平地區一般民宅不太一樣。另外，東側庭園之圍牆亦有美麗之磚砌圖案。 ",電洽,395000000A,120.160148,23.000323,03,2012/09/26 12:00:00,臺南市安平區安平路802號,886-6-2213597,,,,,,
v_234,C1_395000000A_000234,原台南大正公園,"日明治44年(1911年)，台南市實施市區改正，受當時國際建築思潮影響，提出劃設有西門、東門、東門城、火車站前、民生綠園、後甲等圓環巴洛克式的都市計畫，開闢新式道路，周邊道路亦於焉成形。因園中原設有日人總督兒玉源太郎雕像，故曾名為兒玉公園，該雕像已改換為孫中山雕像。 
圓形平面，空間由兩個植有草皮、喬貫木的綠色環帶及圓形水泥平台所構成，平台周邊環繞水池。入口兩處設置有方圓形花台，表面洗石子門柱，表面洗石子粉刷為主。 
平台入口階梯兩側設置有方圓形花台，表面洗石子處理為主，四面有線條及浮凸於台身之圓形圖案組成之鏈狀裝飾。 ",一~日00:00~24:00,395000000A,120.205472,22.992538,03,2012/09/26 12:00:00,台南市中山、民生、公園、中正、南門、開山、青年路交會處,886-6-2267151,,,,,,
v_235,C1_395000000A_000235,原林百貨店,"末廣町商業街，一九三一年(日昭和六年)一月，工程開始設計，建築物基本上是鋼筋或鋼骨混凝土造，正面最少三樓最多大樓，是為台南市第一條經過整體規劃設計之市街，其中最大兩家商店為林商店與小出商店。由於商業之興盛亦使本區有「銀座」之名。建築在日治未期曾遭受盟軍炮火猛烈轟擊，屋頂及部份樓板幾乎全毀，立面也有嚴重受損，二戰後加以修復，轉角原林商店曾作製鹽總廠、空軍單位及警察派出所等用途。 
建築除中央高六層樓(雖其一向被稱為五層樓)外，其他沿街面基本上只有三層樓高，中央處順應都市計劃截角，女兒牆部份呈現出一種漸次下降之手法，頂部為飾帶環繞全棟建築。斜角部份，中央開方窗，兩側二至五層為圓洞處理，六層為方形開口。沿街面之各層均有水平雨庇，有些窗外則伸出小陽台，六層部份於窗台下並有出挑的板飾，內開五個圓洞，五樓餐廳部份則開八角窗。騎樓柱子之柱頭仍帶有紋樣之柱頭，但已不是標準的西方柱式，室內支柱則明顯有藝術裝飾風格。",尚未開放,395000000A,120.202602,22.991864,03,2012/09/26 12:00:00,臺南市中西區忠義路二段63號,886-6-2267151,,,,,,
v_236,C1_395000000A_000236,原台南神社事務所,"建於日治時期1930年代（約與武德殿同期），位於原台南神社外苑（今忠義國小校園內），原應屬台南神社職員辦公用社務所之類的附屬建築（如：桃園神社社務所），後曾陸續作為忠義國小校長宿舍、忠義國小附設幼稚園校舍使用。 
位於忠義國小內，用材造型同似武德殿，座南朝北，呈“」”形平面，外環繞「ㄇ」字型迴廊，一層樓高，屬鋼筋混凝土造，表面皆洗石子處理為主。整體由仿階條石洗石子基座、採仿木構造設計屋身及屋頂三部分所組成。南向立面有仿石條窗開口；室內有一小型集會空間。 ","請逕洽忠義國小
",395000000A,120.202650,22.989710,03,2012/09/26 12:00:00,臺南市中西區忠義路二段2號,886-6-2222768,,,,,,
v_237,C1_395000000A_000237,大井頭,"西元1683年，台灣、中國的商船開始頻繁往來。大井頭外的台江內海，泊船縱橫；岸上大井頭一帶則是行商雲集。入夜後，更是燈火明燦，熱鬧喧囂，「井亭夜市」因而被譽為當時的台灣縣八景之一。 
乾隆以後，台江淤砂逐漸填海成陸，大井頭的港埠功能雖失，但因具飲水之利，市街發展並未受影響。甚且於「五條港」興起後，以其地利之便，商業反而更加興盛。 
日治初期，大井之水的取用者仍然眾多，水質清涼甘冽。直到西元1915年，南市開通自來水，隨著自來水的普及，大井功能逐漸喪失。二戰後，1965年，因拓寬民權路，大井井欄被拆除，井口加鑄鐵蓋，變成今日所見之面貌。 ",一~日00:00~24:00,395000000A,120.201664,22.995433,03,2012/09/26 12:00:00,臺南市中西區民權路二段30號,886-6-2267151,,,,,,
v_238,C1_395000000A_000238,原台南刑務所官舍,"位於永福路與和意街的舊臺南監獄宿舍群，日治時期稱臺南刑務所官舍區，官舍區形成於1903年，群落完整，後改為舊臺南監獄，監獄搬遷後，現由臺灣臺南監獄管理。 
此區日式建築，興建年代從1906年到1930年代，各種建築形式都有，有如日式建築的博覽會，其中附設的的演武場，是台南市先後出現四座演武場中，包括以前民生綠園的武德殿、新豐郡武德殿、現存忠義國小內的武德殿，以及本區舊台南監獄宿舍群的台南刑務所要道館，是目前全國僅留新竹、台中、嘉義、台南四處之一。 
立面由基座、牆身、屋頂三部份構成，基座有柵條式通氣孔，外牆採用雨淋板，然有和式及洋式二種構造方式，大面積開窗，設遮陽板，屋脊以鬼瓦收頭，內有裝飾圖案，型式多樣。","請洽臺南監獄
",395000000A,120.199673,22.988536,03,2012/09/26 12:00:00,臺南市中西區和意路16號,886-6-2267151,,,,,,
v_239,C1_395000000A_000239,原台南刑務所合宿,"位於永福路與和意街的舊臺南監獄宿舍群，日治時期稱臺南刑務所官舍區，官舍區形成於1903年，群落完整，後改為舊臺南監獄，監獄搬遷後，現由臺灣臺南監獄管理。 
此區日式建築，興建年代從1906年到1930年代，各種建築形式都有，有如日式建築的博覽會，其中附設的的演武場，是台南市先後出現四座演武場中，包括以前民生綠園的武德殿、新豐郡武德殿、現存忠義國小內的武德殿，以及本區舊台南監獄宿舍群的台南刑務所要道館，是目前全國僅留新竹、台中、嘉義、台南四處之一。 ","請洽臺南監獄
",395000000A,120.198359,22.988897,03,2012/09/26 12:00:00,臺南市中西區永福路一段33號,886-6-2267151,,,,,,
v_240,C1_395000000A_000240,原台南山林事務所,"日明治三十五年（一九O二年），台灣總督府殖產部成立林務課，並且在台南成立樹苗養成所，興建年代為一九二五年，負責培育管理林產，原台南山林事務所於日昭和六年（一九四二年）合併曾文溪森林治水所，改名為台南山林事務所，二年後再改名為「台南州產業部林務課」；戰後初期改稱南農林區管理處，再改為台灣省林務局嘉義林區管理處台南工作站，後來工作站搬遷，此建築由市府接管至今，進行整修，已於民國九十年（二O O一年）完成，作為孔廟文化園區旅遊資訊中心。 
位於友愛街與中正路五巷交叉口，西側沿建築線設制約二米高圍牆，東為原台南州廳，北乃中區圖書館，三者共同形塑出中庭，園內綠草如茵，植有喬木樹株，其中兩株約莫三層樓高南洋杉，概於民國40年（1951）栽種，歷經多年風雨考驗，兩樹相距約三公尺，且同時向右彎曲，有緊緊相依之勢，在鄉里之間傳為美談，稱其為「夫妻樹」。 
整體建築座南朝北，矩形平面，二層樓高，自外部觀察推測應屬混凝土加強磚造，四坡水斜屋頂面舖黑瓦，屋、垂脊鬼瓦收頭。表面洗石子處理基座、紅磚牆身、屋頂三部份所構成，外牆大面積開口處理，一樓為平拱窗，二樓改採圓拱窗，上有突出之飾帶。 
南向立面左右對稱，一樓居中開口上方出挑有六個拖架，承接上方水簷板。東面為通往二樓之梯間，北面西側則為一樓主入口，直上方亦出挑甚深水平簷板。東、西面山牆氣窗出挑，自底部木條斜織網狀孔洞收通風換氣之效。 ","一~日07:30~21:00
",395000000A,120.203643,22.990936,03,2012/09/26 12:00:00,臺南市中西區中正路5巷1號,886-6-2218521,,,,,,
